"install_date","app_name","user_id","install_month"
"2013-04-15","game-01",1,4
"2013-04-15","game-01",2,4
"2013-04-15","game-01",3,4
"2013-04-15","game-01",4,4
"2013-04-15","game-01",5,4
"2013-04-15","game-01",6,4
"2013-04-15","game-01",7,4
"2013-04-15","game-01",8,4
"2013-04-15","game-01",9,4
"2013-04-15","game-01",10,4
"2013-04-15","game-01",11,4
"2013-04-15","game-01",12,4
"2013-04-15","game-01",13,4
"2013-04-15","game-01",14,4
"2013-04-15","game-01",15,4
"2013-04-15","game-01",16,4
"2013-04-15","game-01",17,4
"2013-04-15","game-01",18,4
"2013-04-15","game-01",19,4
"2013-04-15","game-01",20,4
"2013-04-15","game-01",21,4
"2013-04-15","game-01",22,4
"2013-04-15","game-01",23,4
"2013-04-15","game-01",24,4
"2013-04-15","game-01",25,4
"2013-04-16","game-01",26,4
"2013-04-16","game-01",27,4
"2013-04-16","game-01",28,4
"2013-04-16","game-01",29,4
"2013-04-16","game-01",30,4
"2013-04-16","game-01",31,4
"2013-04-16","game-01",32,4
"2013-04-16","game-01",33,4
"2013-04-16","game-01",34,4
"2013-04-16","game-01",35,4
"2013-04-16","game-01",36,4
"2013-04-16","game-01",37,4
"2013-04-16","game-01",38,4
"2013-04-16","game-01",39,4
"2013-04-16","game-01",40,4
"2013-04-16","game-01",41,4
"2013-04-16","game-01",42,4
"2013-04-16","game-01",43,4
"2013-04-16","game-01",44,4
"2013-04-16","game-01",45,4
"2013-04-16","game-01",46,4
"2013-04-16","game-01",47,4
"2013-04-16","game-01",48,4
"2013-04-16","game-01",49,4
"2013-04-16","game-01",50,4
"2013-04-16","game-01",51,4
"2013-04-16","game-01",52,4
"2013-04-16","game-01",53,4
"2013-04-16","game-01",54,4
"2013-04-16","game-01",55,4
"2013-04-16","game-01",56,4
"2013-04-16","game-01",57,4
"2013-04-16","game-01",58,4
"2013-04-16","game-01",59,4
"2013-04-16","game-01",60,4
"2013-04-16","game-01",61,4
"2013-04-16","game-01",62,4
"2013-04-16","game-01",63,4
"2013-04-16","game-01",64,4
"2013-04-16","game-01",65,4
"2013-04-16","game-01",66,4
"2013-04-16","game-01",67,4
"2013-04-16","game-01",68,4
"2013-04-16","game-01",69,4
"2013-04-16","game-01",70,4
"2013-04-16","game-01",71,4
"2013-04-16","game-01",72,4
"2013-04-16","game-01",73,4
"2013-04-16","game-01",74,4
"2013-04-16","game-01",75,4
"2013-04-16","game-01",76,4
"2013-04-16","game-01",77,4
"2013-04-16","game-01",78,4
"2013-04-16","game-01",79,4
"2013-04-16","game-01",80,4
"2013-04-16","game-01",81,4
"2013-04-16","game-01",82,4
"2013-04-16","game-01",83,4
"2013-04-16","game-01",84,4
"2013-04-16","game-01",85,4
"2013-04-16","game-01",86,4
"2013-04-16","game-01",87,4
"2013-04-16","game-01",88,4
"2013-04-16","game-01",89,4
"2013-04-16","game-01",90,4
"2013-04-16","game-01",91,4
"2013-04-16","game-01",92,4
"2013-04-16","game-01",93,4
"2013-04-16","game-01",94,4
"2013-04-16","game-01",95,4
"2013-04-16","game-01",96,4
"2013-04-16","game-01",97,4
"2013-04-16","game-01",98,4
"2013-04-16","game-01",99,4
"2013-04-16","game-01",100,4
"2013-04-16","game-01",101,4
"2013-04-16","game-01",102,4
"2013-04-16","game-01",103,4
"2013-04-16","game-01",104,4
"2013-04-16","game-01",105,4
"2013-04-16","game-01",106,4
"2013-04-16","game-01",107,4
"2013-04-16","game-01",108,4
"2013-04-16","game-01",109,4
"2013-04-16","game-01",110,4
"2013-04-16","game-01",111,4
"2013-04-16","game-01",112,4
"2013-04-16","game-01",113,4
"2013-04-16","game-01",114,4
"2013-04-16","game-01",115,4
"2013-04-17","game-01",116,4
"2013-04-17","game-01",117,4
"2013-04-17","game-01",118,4
"2013-04-17","game-01",119,4
"2013-04-17","game-01",120,4
"2013-04-17","game-01",121,4
"2013-04-17","game-01",122,4
"2013-04-17","game-01",123,4
"2013-04-17","game-01",124,4
"2013-04-17","game-01",125,4
"2013-04-17","game-01",126,4
"2013-04-17","game-01",127,4
"2013-04-17","game-01",128,4
"2013-04-17","game-01",129,4
"2013-04-17","game-01",130,4
"2013-04-17","game-01",131,4
"2013-04-17","game-01",132,4
"2013-04-17","game-01",133,4
"2013-04-17","game-01",134,4
"2013-04-17","game-01",135,4
"2013-04-17","game-01",136,4
"2013-04-17","game-01",137,4
"2013-04-17","game-01",138,4
"2013-04-17","game-01",139,4
"2013-04-17","game-01",140,4
"2013-04-17","game-01",141,4
"2013-04-17","game-01",142,4
"2013-04-17","game-01",143,4
"2013-04-17","game-01",144,4
"2013-04-17","game-01",145,4
"2013-04-17","game-01",146,4
"2013-04-17","game-01",147,4
"2013-04-17","game-01",148,4
"2013-04-17","game-01",149,4
"2013-04-17","game-01",150,4
"2013-04-17","game-01",151,4
"2013-04-17","game-01",152,4
"2013-04-17","game-01",153,4
"2013-04-17","game-01",154,4
"2013-04-17","game-01",155,4
"2013-04-17","game-01",156,4
"2013-04-17","game-01",157,4
"2013-04-17","game-01",158,4
"2013-04-17","game-01",159,4
"2013-04-17","game-01",160,4
"2013-04-17","game-01",161,4
"2013-04-17","game-01",162,4
"2013-04-17","game-01",163,4
"2013-04-17","game-01",164,4
"2013-04-17","game-01",165,4
"2013-04-17","game-01",166,4
"2013-04-17","game-01",167,4
"2013-04-17","game-01",168,4
"2013-04-17","game-01",169,4
"2013-04-17","game-01",170,4
"2013-04-17","game-01",171,4
"2013-04-17","game-01",172,4
"2013-04-17","game-01",173,4
"2013-04-17","game-01",174,4
"2013-04-17","game-01",175,4
"2013-04-17","game-01",176,4
"2013-04-17","game-01",177,4
"2013-04-17","game-01",178,4
"2013-04-17","game-01",179,4
"2013-04-17","game-01",180,4
"2013-04-17","game-01",181,4
"2013-04-17","game-01",182,4
"2013-04-17","game-01",183,4
"2013-04-17","game-01",184,4
"2013-04-17","game-01",185,4
"2013-04-17","game-01",186,4
"2013-04-17","game-01",187,4
"2013-04-17","game-01",188,4
"2013-04-17","game-01",189,4
"2013-04-17","game-01",190,4
"2013-04-17","game-01",191,4
"2013-04-17","game-01",192,4
"2013-04-17","game-01",193,4
"2013-04-17","game-01",194,4
"2013-04-17","game-01",195,4
"2013-04-17","game-01",196,4
"2013-04-17","game-01",197,4
"2013-04-17","game-01",198,4
"2013-04-17","game-01",199,4
"2013-04-17","game-01",200,4
"2013-04-17","game-01",201,4
"2013-04-17","game-01",202,4
"2013-04-17","game-01",203,4
"2013-04-17","game-01",204,4
"2013-04-17","game-01",205,4
"2013-04-17","game-01",206,4
"2013-04-17","game-01",207,4
"2013-04-17","game-01",208,4
"2013-04-17","game-01",209,4
"2013-04-17","game-01",210,4
"2013-04-17","game-01",211,4
"2013-04-17","game-01",212,4
"2013-04-17","game-01",213,4
"2013-04-17","game-01",214,4
"2013-04-17","game-01",215,4
"2013-04-17","game-01",216,4
"2013-04-17","game-01",217,4
"2013-04-17","game-01",218,4
"2013-04-17","game-01",219,4
"2013-04-17","game-01",220,4
"2013-04-17","game-01",221,4
"2013-04-17","game-01",222,4
"2013-04-17","game-01",223,4
"2013-04-17","game-01",224,4
"2013-04-17","game-01",225,4
"2013-04-17","game-01",226,4
"2013-04-17","game-01",227,4
"2013-04-17","game-01",228,4
